Asset,Weight,Expected Return,Volatility,Weight %,Return %,Volatility %
TSLA,0.0009848085416704754,0.10000000000000009,0.5521536754920205,0.09848085416704754,10.000000000000009,55.21536754920206
BND,0.5056420829571534,0.01992938506822452,0.053098546761226134,50.56420829571534,1.992938506822452,5.3098546761226135
SPY,0.49337310850117605,0.1441205027369596,0.1764246500148733,49.3373108501176,14.412050273695959,17.64246500148733
