Date,TSLA,BND,SPY
2015-01-05,-0.04204102817052724,0.0029046218953896474,-0.018059802903855338
2015-01-06,0.005664237314159992,0.0028949929568446997,-0.009419105266044947
2015-01-07,-0.0015619306272327549,0.0006011537606522843,0.012461528050548676
2015-01-08,-0.0015643062581811584,-0.001562277677709445,0.017744806135411295
2015-01-09,-0.018801629106854012,0.0016851198656453459,-0.008013651405580746
2015-01-12,-0.021532914950603166,0.001321891064692604,-0.007833561730065441
2015-01-13,0.010088497728839352,0.0009607375079594416,-0.002812536177652647
2015-01-14,-0.05659733676235856,0.0022783123417082773,-0.006037123344823425
2015-01-15,-0.004255528597720826,0.00442820593231108,-0.009160718289633829
2015-01-16,0.006254228739435819,-0.002978218093223406,0.013114290612472157
2015-01-20,-0.00590461088227523,-0.0010754829336288019,0.002132395219916594
2015-01-21,0.024175518017267583,-0.001914451397242889,0.005048256889071068
2015-01-22,0.02569055090301542,0.00023967003389913089,0.014871309734432847
2015-01-23,-0.0016366947705445112,0.0032353425032636274,-0.005483135738778455
2015-01-26,0.02613147671721605,-0.0011941359992799772,0.0023417048779525995
2015-01-27,-0.0027596300325537504,0.0005981308743352454,-0.013190555978400909
2015-01-28,-0.03209052877530916,0.0035848006633667495,-0.012824642236025863
2015-01-29,0.02924214605280495,-0.0010715165741905786,0.009243981978702465
2015-01-30,-0.007797333058199185,0.005483660681500746,-0.012574759173854644
2015-02-02,0.0360511389604945,-0.0011879377256366341,0.012383687016680467
2015-02-03,0.0351758385028933,-0.0030927525270707523,0.014461351436309666
2015-02-04,0.0008701251992371262,0.00035803849501503393,-0.0038078321725746322
2015-02-05,0.011164535201252157,-0.002146830415178491,0.010095052731634357
2015-02-06,-0.016426056915829212,-0.006453524683552869,-0.0027653664204609907
2015-02-09,0.0005520394593698796,-0.000360946448099031,-0.004475715679087555
2015-02-10,-0.005471765552931385,-0.0018058937928192575,0.010653172954523393
2015-02-11,-0.016135698387415576,0.0,0.000580508042345329
2015-02-12,-0.04661658846022321,0.00048260468093341835,0.009616880760480617
2015-02-13,0.004386864226918918,-0.0022890645757333017,0.004116152023875053
2015-02-17,0.0028462803614237586,-0.0039864275441302555,0.001573069168548713
2015-02-18,0.0005383231478952588,0.0027887843624609943,9.530501473187236e-05
2015-02-19,0.035459277020091884,-0.000845414271246181,-0.0007140162031217256
2015-02-20,0.025506564298148016,0.00024178794364027034,0.006000719628889595
2015-02-23,-0.04500019733692018,0.0020564310203541325,-0.00014193042872956418
2015-02-24,-0.015578320500655551,0.004105764608883344,0.0028405858299389575
2015-02-25,-0.001714777553045277,0.0009618797660482237,-0.0008497270416495395
2015-02-26,0.016833573717678796,-0.0027629218823145285,-0.001181359553335426
2015-02-27,-0.0185820116516362,0.0008434048902425939,-0.0034061718337484725
2015-03-02,-0.02955644716492234,-0.003232431471649533,0.006313519497303632
2015-03-03,0.011300918070464405,-0.001209872601361739,-0.004104209038514162
2015-03-04,0.014431779204036044,0.0,-0.00421518458691772
2015-03-05,-0.008940979178158281,0.0006057971586193034,0.0010935365181885537
2015-03-06,-0.03364400833280279,-0.005810851770160719,-0.01406430923258517
2015-03-09,-0.015473474370690798,0.0012175518003467722,0.0041447670991117125
2015-03-10,-0.0029337926038629503,0.0038922121423747846,-0.016222141937314194
2015-03-11,0.017969786081706296,0.0010904384381023036,-0.002341771370477419
2015-03-12,-0.013781390917263936,0.0007263163948860729,0.012714090546286139
2015-03-13,-0.012508496633278132,-0.0009682091142455551,-0.006132512834418513
2015-03-16,0.037205883869277256,0.0019369510870737017,0.01336069090861125
2015-03-17,-0.00495657224609003,0.0008458616963755716,-0.002972230896641337
2015-03-18,0.030709164308927006,0.006155647659797037,0.012021188844322461
2015-03-19,-0.025210528438961433,-0.002998456343910272,-0.0045612410198866415
2015-03-20,0.012420115455768377,0.0026473558630000227,0.008827098455107762
2015-03-23,0.007825204316233458,0.00047939745652869625,-0.0019487646898103117
2015-03-24,0.010469325694766773,0.0016803212985876392,-0.00561898021140228
2015-03-25,-0.036783689389238594,-0.0015577849521113407,-0.0146541025181256
2015-03-26,-0.020020535165919506,-0.003237798935875502,-0.0023813388410192093
2015-03-27,-0.028412417028683246,0.0009620329372392877,0.0022900836537698144
2015-03-30,0.030108169094502424,0.001202227473233286,0.01219951941341324
2015-03-31,-0.009445338842494988,0.0010805594762837156,-0.008739680879999767
2015-04-01,-0.0062510704017435526,0.003980178935899525,-0.0035359598384808733
2015-04-02,0.018177920738268627,-0.0013172562014996947,0.003597412066265626
2015-04-06,0.06335084074758979,0.0008390031552261146,0.006733318949059486
